58	0.858586	125.165132	-0.122590	0.034965	0.002489	-0.101296	0.095176	0.174699	-0.055168	0.172244	-0.131028	-0.009329
59	0.959596	128.126019	-0.107313	0.048857	0.037475	-0.079114	0.113896	0.185164	-0.024192	0.165240	-0.138364	0.037669
60	1.060606	131.066015	-0.086282	0.059815	0.071163	-0.051667	0.123265	0.192656	0.009049	0.157559	-0.130668	0.079805
61	1.161616	134.037713	-0.060623	0.067182	0.102387	-0.020782	0.122515	0.197053	0.041442	0.149234	-0.108777	0.111639
62	1.262626	136.928181	-0.031713	0.070514	0.130066	0.011486	0.111706	0.198287	0.069957	0.140299	-0.075068	0.129061
63	1.363636	139.747868	-0.001103	0.069612	0.153241	0.042990	0.091726	0.196336	0.091925	0.130791	-0.033205	0.129823
64	1.464646	142.598063	0.029567	0.064529	0.171110	0.071633	0.064216	0.191232	0.105291	0.120748	0.012267	0.113826
65	1.565657	145.396978	0.058650	0.055572	0.183054	0.095509	0.031433	0.183057	0.108803	0.110211	0.056405	0.083135
66	1.666667	148.084699	0.084589	0.043277	0.188660	0.113030	-0.003930	0.171943	0.102133	0.099223	0.094416	0.041712
67	1.767677	150.775842	0.105991	0.028384	0.187734	0.123029	-0.038970	0.158067	0.085905	0.087830	0.122170	-0.005095
68	1.868687	153.453682	0.121710	0.011786	0.180307	0.124842	-0.070811	0.141653	0.061638	0.076077	0.136651	-0.051245
69	1.969697	156.002735	0.130901	-0.005519	0.166637	0.118348	-0.096839	0.122964	0.031602	0.064014	0.136286	-0.090779
70	2.070707	158.505859	0.133072	-0.022494	0.147198	0.103979	-0.114916	0.102301	-0.001391	0.051688	0.121116	-0.118595
71	2.171717	161.025002	0.134761	-0.039242	0.130021	0.087889	-0.129304	0.085109	-0.034323	0.041736	0.098844	-0.137031
72	2.272727	163.428528	0.135961	-0.055595	0.114843	0.070346	-0.139543	0.070807	-0.065760	0.033700	0.070775	-0.144629
73	2.373737	165.726950	0.136667	-0.071390	0.101431	0.051639	-0.145302	0.058907	-0.094330	0.027212	0.038556	-0.140789
74	2.474747	168.045241	0.136878	-0.086467	0.089578	0.032078	-0.146397	0.049008	-0.118789	0.021972	0.004077	-0.125814
75	2.575758	170.290120	0.136592	-0.100676	0.079103	0.011986	-0.142793	0.040771	-0.138071	0.017742	-0.030642	-0.100888
76	2.676768	172.380358	0.135810	-0.113872	0.069844	-0.008304	-0.134606	0.033918	-0.151335	0.014325	-0.063564	-0.067982
77	2.777778	174.457892	0.134536	-0.125924	0.061658	-0.028457	-0.122098	0.028217	-0.158004	0.011567	-0.092758	-0.029700
78	2.878788	176.518905	0.132774	-0.136711	0.054421	-0.048139	-0.105671	0.023473	-0.157786	0.009340	-0.116514	0.010931
79	2.979798	178.407943	0.130530	-0.146123	0.048020	-0.067025	-0.085852	0.019526	-0.150692	0.007541	-0.133437	0.050697
80	3.080808	180.216211	0.127813	-0.154067	0.042358	-0.084802	-0.063277	0.016242	-0.137029	0.006089	-0.142535	0.086454
81	3.181818	182.052328	0.124632	-0.160463	0.037347	-0.101176	-0.038672	0.013509	-0.117395	0.004916	-0.143276	0.115373
82	3.282828	183.750323	0.120999	-0.165246	0.032910	-0.115877	-0.012825	0.011234	-0.092644	0.003969	-0.135615	0.135167
83	3.383838	185.282174	0.116927	-0.168368	0.028979	-0.128660	0.013434	0.009341	-0.063855	0.003204	-0.120001	0.144271
84	3.484848	186.838117	0.112430	-0.169797	0.025493	-0.139315	0.039261	0.007764	-0.032283	0.002586	-0.097351	0.141965
85	3.585859	188.343912	0.107526	-0.169521	0.022400	-0.147666	0.063829	0.006452	0.000695	0.002087	-0.068993	0.128430
86	3.686869	189.622729	0.102232	-0.167540	0.019650	-0.153574	0.086347	0.005358	0.033644	0.001684	-0.036588	0.104738
87	3.787879	190.841926	0.096567	-0.163876	0.017203	-0.156942	0.106094	0.004446	0.065126	0.001358	-0.002039	0.072763
88	3.888889	192.114210	0.090552	-0.158565	0.015021	-0.157713	0.122435	0.003685	0.093770	0.001094	0.032631	0.035032
89	3.989899	193.198062	0.084208	-0.151660	0.013069	-0.155875	0.134847	0.003049	0.118327	0.000881	0.065387	-0.005469
90	4.090909	194.061726	0.077558	-0.143231	0.011319	-0.151459	0.142930	0.002517	0.137726	0.000708	0.094308	-0.045538
91	4.191919	194.972066	0.070628	-0.133362	0.009742	-0.144538	0.146425	0.002070	0.151124	0.000567	0.117700	-0.082005
92	4.292929	195.895478	0.063441	-0.122153	0.008315	-0.135225	0.145220	0.001693	0.157934	0.000453	0.134190	-0.111986
93	4.393939	196.537280	0.056024	-0.109716	0.007016	-0.123676	0.139354	0.001374	0.157862	0.000359	0.142811	-0.133111
94	4.494949	196.925503	0.048403	-0.096177	0.005825	-0.110080	0.129015	0.001101	0.150909	0.000282	0.143057	-0.143707
95	4.595960	197.293953	0.040607	-0.081671	0.004723	-0.094664	0.114535	0.000866	0.137379	0.000217	0.134916	-0.142938
96	4.696970	198.451544	0.032664	-0.066344	0.003694	-0.077682	0.096379	0.000660	0.117862	0.000163	0.118862	-0.130864
97	4.797980	198.453310	0.024602	-0.050350	0.002722	-0.059414	0.075128	0.000476	0.093208	0.000116	0.095839	-0.108440
98	4.898990	199.598634	0.016451	-0.033851	0.001792	-0.040164	0.051467	0.000309	0.064491	0.000075	0.067196	-0.077439
