0	-5.000000	0.504731	0.000001	0.000004	0.000021	0.000077	0.000242	0.000660	0.001588	0.003396	0.006490	0.011110
1	-4.898990	1.513555	0.000001	0.000010	0.000046	0.000168	0.000523	0.001413	0.003365	0.007129	0.013493	0.022874
2	-4.797980	2.521101	0.000003	0.000017	0.000079	0.000288	0.000882	0.002348	0.005509	0.011498	0.021429	0.035753
3	-4.696970	3.527365	0.000004	0.000028	0.000127	0.000453	0.001364	0.003563	0.008202	0.016780	0.030634	0.050026
4	-4.595960	4.532351	0.000007	0.000044	0.000196	0.000686	0.002024	0.005170	0.011631	0.023233	0.041362	0.065768
5	-4.494949	5.536092	0.000011	0.000069	0.000297	0.001016	0.002927	0.007297	0.015996	0.031089	0.053756	0.082826
6	-4.393939	6.538788	0.000017	0.000105	0.000442	0.001480	0.004157	0.010090	0.021501	0.040537	0.067823	0.100780
7	-4.292929	7.541293	0.000026	0.000158	0.000651	0.002124	0.005812	0.013714	0.028345	0.051698	0.083392	0.118919
8	-4.191919	8.546448	0.000040	0.000236	0.000947	0.003011	0.008011	0.018347	0.036706	0.064589	0.100075	0.136233
9	-4.090909	9.561474	0.000061	0.000348	0.001362	0.004214	0.010892	0.024172	0.046717	0.079087	0.117238	0.151434
10	-3.989899	10.600152	0.000091	0.000507	0.001935	0.005825	0.014609	0.031367	0.058437	0.094893	0.133982	0.163020
11	-3.888889	11.681946	0.000135	0.000732	0.002720	0.007952	0.019327	0.040082	0.071817	0.111494	0.149153	0.169384
12	-3.787879	12.827067	0.000198	0.001046	0.003778	0.010721	0.025215	0.050420	0.086667	0.128139	0.161387	0.168973
13	-3.686869	14.050941	0.000287	0.001477	0.005188	0.014272	0.032436	0.062411	0.102618	0.143844	0.169191	0.160493
14	-3.585859	15.362128	0.000412	0.002065	0.007042	0.018756	0.041126	0.075974	0.119097	0.157405	0.171074	0.143139
15	-3.484848	16.763665	0.000586	0.002857	0.009446	0.024329	0.051376	0.090895	0.135316	0.167466	0.165712	0.116817
16	-3.383838	18.255397	0.000825	0.003908	0.012521	0.031139	0.063209	0.106790	0.150272	0.172606	0.152150	0.082343
17	-3.282828	19.835704	0.001151	0.005289	0.016398	0.039319	0.076549	0.123089	0.162782	0.171476	0.130002	0.041551
18	-3.181818	21.502414	0.001589	0.007079	0.021215	0.048962	0.091200	0.139024	0.171547	0.162964	0.099644	-0.002708
19	-3.080808	23.253196	0.002171	0.009372	0.027111	0.060108	0.106816	0.153642	0.175246	0.146370	0.062342	-0.046724
20	-2.979798	25.085702	0.002938	0.012271	0.034213	0.072719	0.122889	0.165830	0.172660	0.121593	0.020301	-0.086240
21	-2.878788	26.997609	0.003936	0.015888	0.042628	0.086656	0.138734	0.174382	0.162825	0.089273	-0.023408	-0.116922
22	-2.777778	28.986612	0.005221	0.020340	0.052426	0.101661	0.153500	0.178078	0.145190	0.050886	-0.065056	-0.134934
23	-2.676768	31.050418	0.006855	0.025747	0.063625	0.117339	0.166196	0.175797	0.119771	0.008751	-0.100603	-0.137555
